Id,Prenom,Nom,Note
5791,Emy,Brunet,6.14
5792,Augustin,Colin,16.94
5793,Arthur,Marie,13.57
5794,Louis,Pierre,5.76
5795,Adèle,Morin,5.11
5796,Imran,Colin,17.94
5797,Hugo,Fournier,1.3
5798,Charlie,Marchand,13.85
5799,Elio,Leclercq,3.36
5800,Arthur,Payet,1.92
5801,Adam,Riviere,6.99
5802,Lucie,Thomas,16.79
5803,Eden,Richard,2.37
5804,Sofia,Renard,6.74
5805,Giulia,Gauthier,17.1
5806,Raphaël,Meunier,5.83
5807,Louise,Dumas,18.72
5808,Rayan,Blanc,4.83
5809,Adèle,Arnaud,6.59
5810,Tom,Henry,11.03
5811,Sofia,Mercier,7.56
5812,Sacha,Fabre,2.78
5813,Alice,Dumont,4.23
5814,Léna,Thomas,14.68
5815,Tom,Blanchard,3.36
5816,Giulia,Aubert,10.16
5817,Mohamed,Philippe,9.0
5818,Maël,Roger,12.44
5819,Jules,Andre,2.06
5820,Lina,Giraud,3.73
5821,Mathis,Brun,9.45
5822,Lucas,Roche,10.94
5823,Sacha,Blanc,14.01
5824,Hugo,Guerin,19.71
5825,Rayan,Gautier,3.17
5826,Emy,Picard,4.12
5827,Marius,David,8.15
5828,Axel,Lucas,4.52
5829,Romane,Roche,2.44
5830,Augustin,Lemoine,9.62
5831,Alma,Rousseau,13.33
5832,Eden,Mathieu,6.84
5833,Alix,Pierre,3.78
5834,Milo,Giraud,10.87
5835,Ava,Roux,8.63
5836,Malo,Olivier,0.88
5837,Victoria,Mercier,18.99
5838,Elena,Garnier,4.88
5839,Gabriel,Guerin,10.66
5840,Tiago,Dubois,6.21
5841,Margaux,Simon,3.17
5842,Mya,Dubois,13.74
5843,Valentin,Martinez,0.77
5844,Sacha,Guerin,4.69
5845,Louis,Martin,6.61
5846,Lou,Martin,17.37
5847,Valentin,Muller,6.13
5848,Raphaël,Francois,4.5
5849,Victor,Dufour,15.09
5850,Maël,Olivier,0.61
5851,Timéo,Michel,5.59
5852,Axel,Barbier,11.84
5853,Victoire,Marchand,4.87
5854,Ibrahim,Marchand,18.67
5855,Milo,Richard,12.3
5856,Julia,Rey,8.91
5857,Jeanne,Moreau,18.92
5858,Anna,Guillaume,10.14
5859,Nour,Vincent,15.42
5860,Lina,Petit,11.68
5861,Ambre,Riviere,19.79
5862,Rose,Leclercq,4.7
5863,Raphaël,Garnier,17.37
5864,Adam,Caron,3.87
5865,Olivia,Dufour,7.81
5866,Giulia,Lecomte,6.15
5867,Adèle,Aubert,11.9
5868,Ibrahim,Leroy,11.25
5869,Adam,Vidal,5.31
5870,Tiago,Blanc,5.23
5871,Liam,Fabre,14.01
5872,Emy,Rey,7.97
5873,Amir,Martin,9.57
5874,Robin,Clement,13.3
5875,Charlie,Masson,0.27
5876,Julia,Denis,11.79
5877,Sacha,Martinez,18.61
5878,Nino,Roger,7.08
5879,Rose,Petit,9.74
5880,Maël,Gautier,19.52
5881,Ava,Renaud,1.37
5882,Ava,Andre,1.78
5883,Adam,Bonnet,11.84
5884,Paul,Dubois,5.2
5885,Adam,Mercier,4.22
5886,Léa,Dumas,1.57
5887,Rayan,Garcia,16.29
5888,Léo,Riviere,12.04
5889,Lyam,Clement,2.27
5890,Juliette,Lecomte,11.76
5891,Lina,Garnier,9.78
5892,Sacha,Aubert,11.67
5893,Romy,Leroux,5.68
5894,Ayden,Lambert,9.34
5895,Léo,Lefebvre,19.82
5896,Emy,Gautier,5.98
5897,Emma,Boyer,13.91
5898,Lucie,Leroux,9.14
5899,Anna,Lecomte,6.27
5900,Mohamed,Bourgeois,19.51
5901,Emma,Fournier,2.44
5902,Ethan,Dupont,11.02
5903,Ayden,Laurent,12.31
5904,Augustin,Garcia,7.21
5905,Robin,Pierre,8.45
5906,Milo,Roche,17.71
5907,Mohamed,Roy,11.99
5908,Louise,Roche,16.98
5909,Malo,Gerard,3.07
5910,Julia,Dumas,12.96
5911,Naël,Laurent,18.63
5912,Imran,Michel,15.28
5913,Agathe,Leroy,10.18
5914,Inaya,Blanchard,14.36
5915,Martin,Roux,2.81
5916,Timéo,Martin,10.04
5917,Amir,Laurent,7.68
5918,Eva,Dubois,9.79
5919,Léna,Martin,14.7
5920,Charlotte,Masson,16.11
5921,Victoire,Meyer,8.77
5922,Malo,Gauthier,0.79
5923,Emma,Mathieu,7.2
5924,Ethan,Richard,11.57
5925,Charlotte,Blanc,13.84
5926,Léonie,Denis,10.08
5927,Arthur,Riviere,13.56
5928,Léa,Lefebvre,18.66
5929,Naël,Nicolas,1.91
5930,Rose,Brun,8.35
5931,Lina,Garnier,7.48
5932,Alma,Dupont,16.78
5933,Tom,Olivier,5.4
5934,Nino,Schmitt,6.62
5935,Gabin,Legrand,14.03
5936,Lucas,Thomas,2.98
5937,Hugo,Schmitt,2.86
5938,Nina,Muller,16.22
5939,Isaac,Lambert,17.17
5940,Giulia,Caron,7.64
5941,Nino,Marchand,14.96
5942,Noé,Garnier,6.67
5943,Jade,Aubert,17.72
5944,Gaspard,Marchand,5.64
5945,Maël,Dubois,0.25
5946,Mya,Arnaud,13.69
5947,Arthur,Blanchard,19.7
5948,Lola,Riviere,13.18
5949,Mya,Bonnet,8.68
5950,Mathis,Leroux,7.97
5951,Jade,Richard,5.02
5952,Victor,Thomas,16.72
5953,Milo,Roux,18.74
5954,Adam,Bernard,15.87
5955,Gabriel,David,15.06
5956,Nino,Dumas,6.32
5957,Romy,Benoit,15.24
5958,Olivia,David,16.22
5959,Ethan,Leclerc,7.36
5960,Timéo,Lefevre,18.25
5961,Eva,Mercier,8.68
5962,Léna,Martinez,11.08
5963,Alice,Bernard,11.56
5964,Léonie,David,1.91
5965,Emma,Bourgeois,7.5
5966,Milo,Rousseau,1.91
5967,Lyana,Nicolas,2.49
5968,Iris,Morin,10.8
5969,Olivia,Laurent,0.27
5970,Malo,Guillaume,19.35
5971,Léna,Bourgeois,0.12
5972,Inès,Legrand,17.48
5973,Jade,Gerard,0.4
5974,Victoria,Faure,19.69
5975,Gabriel,Rey,14.69
5976,Victoria,Laurent,16.27
5977,Raphaël,Boyer,12.29
5978,Axel,Nicolas,6.32
5979,Mia,Perrin,0.59
5980,Théo,Rey,6.51
5981,Léon,Lefevre,19.15
5982,Malo,Faure,15.82
5983,Alba,Duval,17.51
5984,Charlie,Lacroix,8.04
5985,Nour,Rolland,4.14
5986,Eden,Caron,12.59
5987,Milo,Lucas,2.21
5988,Sacha,Francois,13.92
5989,Elena,Martin,14.92
5990,Romane,Bourgeois,3.75
5991,Nour,Guillaume,6.87
5992,Alba,Clement,12.7
5993,Lyam,Dupont,11.73
5994,Charlotte,Fabre,12.86
5995,Louise,Marie,14.73
5996,Lina,Perrin,2.97
5997,Naël,Fournier,8.66
5998,Tiago,Giraud,9.2
5999,Lyana,Leclercq,16.68
6000,Zoé,Guerin,14.96
6001,Lou,Vincent,7.94
6002,Eden,Gauthier,6.44
6003,Inès,Renaud,4.77
6004,Ethan,Duval,7.85
6005,Margaux,Garcia,14.03
6006,Adam,Brun,14.05
6007,Paul,Giraud,1.52
6008,Sacha,Roussel,15.52
6009,Nour,Lefevre,17.02
6010,Julia,Dumas,19.91
6011,Adam,Laurent,14.85
6012,Alix,Roche,13.74
6013,Mila,Simon,6.9
6014,Isaac,Bourgeois,6.96
6015,Tom,Brun,13.99
6016,Lya,Dufour,0.53
6017,Augustin,Marchand,5.47
6018,Eva,Fontaine,15.4
6019,Iris,Muller,5.54
6020,Mya,Noel,13.94
6021,Zoé,Bourgeois,8.15
6022,Léonie,Roger,0.91
6023,Ethan,Lambert,9.04
6024,Noah,Dupont,14.81
6025,Alice,Leclerc,6.37
6026,Nathan,Blanc,9.0
6027,Nathan,Aubert,2.5
6028,Alice,Vincent,5.84
6029,Lina,Garnier,2.21
6030,Hugo,Lecomte,13.97
6031,Mathis,Michel,2.65
6032,Jade,Dubois,19.71
6033,Inaya,Roger,19.73
6034,Nour,Gerard,15.94
6035,Isaac,Aubert,11.22
6036,Victor,Guillaume,12.92
6037,Paul,Meyer,11.85
6038,Emma,Brunet,7.36
6039,Louis,Dumont,2.03
6040,Lola,Olivier,5.66
6041,Isaac,Simon,11.56
6042,Eden,Garnier,2.18
6043,Jade,Caron,15.61
6044,Marceau,Richard,11.49
6045,Imran,Riviere,0.16
6046,Julia,Bernard,1.8
6047,Luna,Bertrand,18.02
6048,Adam,Dufour,17.42
6049,Giulia,Colin,4.01
6050,Lola,Faure,15.97
6051,Gaspard,Dumas,9.92
6052,Louise,Dufour,5.01
6053,Lucas,Fontaine,7.37
6054,Gabin,Bourgeois,9.09
6055,Léo,Meyer,3.98
6056,Valentin,Roussel,1.35
6057,Louise,Clement,5.08
6058,Victoire,Lacroix,3.5
6059,Malo,Garnier,1.94
6060,Lyam,Roussel,16.17
6061,Ava,Roussel,13.24
6062,Gabin,Girard,9.14
6063,Lou,Nicolas,3.32
6064,Raphaël,Leroux,4.41
6065,Alix,Nicolas,5.81
6066,Léna,Fabre,7.44
6067,Eden,Roussel,15.66
6068,Léonie,Arnaud,6.91
6069,Augustin,Meunier,13.63
6070,Léonie,Robin,17.52
6071,Zoé,Michel,2.7
6072,Zoé,Brun,6.28
6073,Louna,Gautier,18.82
6074,Rose,Giraud,7.69
6075,Noé,Mathieu,18.63
6076,Augustin,Vidal,12.5
6077,Rayan,Barbier,13.04
6078,Victoire,Roy,4.18
6079,Ethan,Lefevre,2.5
6080,Lucas,Chevalier,18.25
6081,Elio,Bernard,14.46
6082,Adèle,Gauthier,11.37
6083,Paul,Lefevre,4.41
6084,Gabriel,Meunier,9.52
6085,Raphaël,Meunier,7.18
6086,Ambre,Picard,9.37
6087,Isaac,Riviere,1.36
6088,Nino,Lemaire,9.68
6089,Mathis,Michel,16.31
6090,Iris,Dumas,0.63
6091,Inaya,Thomas,13.73
6092,Tom,Roger,7.67
6093,Robin,Schmitt,8.45
6094,Léa,Robert,6.49
6095,Sacha,Lacroix,8.52
6096,Adam,Leclerc,3.0
6097,Tom,Payet,2.32
6098,Adèle,Petit,3.55
6099,Anna,Lecomte,9.78
6100,Robin,Lefevre,12.11
6101,Jeanne,Girard,8.56
6102,Aaron,Chevalier,17.01
6103,Enzo,Marchand,11.2
6104,Juliette,Picard,18.84
6105,Lucas,Perrin,5.52
6106,Nathan,Roy,17.47
6107,Agathe,Joly,5.79
6108,Léa,Francois,7.69
6109,Eliott,Lefevre,2.08
6110,Rose,Joly,13.57
6111,Tom,Giraud,9.19
6112,Noah,Bonnet,18.32
6113,Juliette,Leroy,4.85
6114,Louise,Boyer,3.73
6115,Victoria,Renaud,14.29
6116,Sacha,Mathieu,16.45
6117,Mathis,Marchand,1.58
6118,Lola,Morin,15.72
6119,Ibrahim,David,1.24
6120,Marius,Boyer,3.96
6121,Alice,Mathieu,1.98
6122,Zoé,Brun,15.41
6123,Eden,Marie,16.65
6124,Nour,Nicolas,9.16
6125,Eliott,Henry,3.64
6126,Sacha,Fabre,14.1
6127,Ambre,Nicolas,17.39
6128,Léo,Chevalier,13.67
6129,Sacha,Bertrand,9.07
6130,Théo,Guillaume,1.19
6131,Mia,Meunier,2.45
6132,Julia,Marchand,0.17
6133,Julia,Gerard,0.31
6134,Tom,Dumas,13.08
6135,Elena,Roger,10.48
6136,Léon,Benoit,5.36
6137,Luna,Lacroix,13.61
6138,Lina,Lecomte,8.18
6139,Inès,Mercier,17.7
6140,Léa,Vidal,1.68
6141,Léna,Roux,1.86
6142,Gaspard,Roussel,7.89
6143,Timéo,Bertrand,8.18
6144,Mya,Bertrand,2.85
6145,Zoé,Schmitt,7.79
6146,Timéo,Masson,9.4
6147,Eva,Legrand,12.84
6148,Marceau,Robin,7.16
6149,Rayan,Girard,1.05
6150,Mia,Andre,16.97
6151,Lou,Aubert,9.31
6152,Rayan,Laurent,8.38
6153,Elena,Leclercq,15.18
6154,Raphaël,Fabre,9.29
6155,Nino,Brun,0.13
6156,Ambre,Petit,18.72
6157,Arthur,Nicolas,11.38
6158,Isaac,Durand,10.27
6159,Nathan,Perrin,4.24
6160,Gaspard,Schmitt,14.65
6161,Martin,Roger,17.69
6162,Luna,Arnaud,2.42
6163,Liam,Faure,16.04
6164,Lou,Brun,17.19
6165,Léa,Lefevre,5.76
6166,Ayden,Henry,12.5
6167,Aaron,Bernard,16.63
6168,Gaspard,Roy,1.57
6169,Lou,Dubois,0.67
6170,Lou,Lemoine,8.39
6171,Ambre,Rey,6.72
6172,Adam,Nicolas,1.55
6173,Nina,Morel,8.94
6174,Aaron,Renaud,1.66
6175,Louise,Dumas,1.81
6176,Nina,Colin,11.52
6177,Malo,Marie,3.94
6178,Amir,Renaud,12.36
6179,Alix,Brunet,10.93
6180,Inaya,Marchand,16.08
6181,Milo,Lemaire,3.4
6182,Arthur,Brunet,12.55
6183,Romy,Garnier,5.75
6184,Valentin,Roussel,4.48
6185,Eden,Mathieu,3.19
6186,Nour,Fabre,0.35
6187,Emy,Guillaume,8.64
6188,Alix,Masson,9.95
6189,Imran,Henry,13.28
6190,Tom,Bourgeois,19.16
6191,Romy,Lambert,0.23
6192,Gabin,Joly,6.04
6193,Léonie,Gerard,19.13
6194,Alice,Muller,7.57
6195,Jade,Mercier,0.61
6196,Imran,Lemoine,15.12
6197,Margaux,Dufour,15.87
6198,Alix,Duval,1.58
6199,Mia,Picard,18.44
6200,Lyam,Lucas,16.3
6201,Victor,Leclerc,6.69
6202,Mya,Lambert,1.75
6203,Noé,Robert,11.56
6204,Milo,Roche,13.75
6205,Nour,Guillaume,9.57
6206,Naël,Olivier,1.85
6207,Victor,Lucas,3.68
6208,Jules,Bernard,4.36
6209,Emy,Brun,17.41
6210,Alma,Brunet,13.75
6211,Ambre,Masson,17.75
6212,Inès,Meyer,8.24
6213,Adam,Mercier,9.72
6214,Mohamed,Masson,2.24
6215,Nathan,Guerin,7.21
6216,Rose,Martinez,17.44
6217,Raphaël,Pierre,7.27
6218,Jade,Perrin,17.54
6219,Léna,Richard,11.45
6220,Martin,Renard,15.91
6221,Charlie,Roger,19.0
6222,Gabin,Faure,19.5
6223,Charlie,Mercier,8.55
6224,Victoria,Leclerc,16.0
6225,Tiago,Renard,2.14
6226,Malo,Lambert,8.37
6227,Léa,Bertrand,1.99
6228,Inès,Masson,14.0
6229,Julia,Perrin,9.21
6230,Gabriel,Moreau,17.7
6231,Isaac,Thomas,17.87
6232,Ibrahim,Vincent,15.25
6233,Louis,Vidal,19.07
6234,Lola,Brun,19.43
6235,Paul,Dumas,5.33
6236,Giulia,Gerard,3.45
6237,Luna,Lambert,3.47
6238,Gabin,Richard,5.18
6239,Rayan,Blanc,11.64
6240,Théo,Marchand,3.02
6241,Alice,Pierre,19.02
6242,Malo,Petit,4.47
6243,Victoire,Barbier,3.69
6244,Sacha,Barbier,4.47
6245,Maël,Dufour,12.35
6246,Eden,Lefebvre,10.75
6247,Eva,Martinez,2.71
6248,Inès,Payet,18.07
6249,Emma,Clement,17.74
6250,Robin,Fontaine,9.6
6251,Robin,Schmitt,17.32
6252,Alix,Barbier,15.03
6253,Ethan,Roger,6.88
6254,Lyam,Vincent,7.7
6255,Nina,Garcia,19.83
6256,Gaspard,Lefevre,5.3
6257,Olivia,Guerin,17.84
6258,Gabin,Andre,11.65
6259,Gabin,Marie,16.94
6260,Olivia,Rolland,12.6
6261,Alma,Bernard,3.62
6262,Noah,Andre,7.68
6263,Lya,Lemoine,7.86
6264,Ava,Aubert,9.65
6265,Arthur,Lacroix,4.73
6266,Inaya,Payet,3.09
6267,Olivia,Brun,5.87
6268,Gabriel,Pierre,3.59
6269,Noé,Laurent,12.5
6270,Martin,Colin,11.79
6271,Emma,Lecomte,18.62
6272,Rayan,Henry,7.67
6273,Ava,Fabre,8.04
6274,Jeanne,Brunet,12.14
6275,Eden,Morin,7.34
6276,Liam,Boyer,14.85
6277,Mia,Blanc,3.59
6278,Alix,Legrand,3.69
6279,Lyam,Bourgeois,6.0
6280,Eden,Morel,12.09
6281,Jules,Gauthier,7.66
6282,Nino,Durand,6.2
6283,Victor,Bonnet,9.47
6284,Anna,Payet,12.59
6285,Raphaël,Lecomte,2.14
6286,Mohamed,Lemoine,4.5
6287,Naël,Henry,2.61
6288,Elena,Rousseau,7.36
6289,Elio,Fabre,2.73
6290,Tom,Martin,3.53
6291,Mathis,Leroy,2.77
6292,Gabin,Dufour,18.81
6293,Lou,Martinez,6.15
6294,Adèle,Roger,12.84
6295,Léon,Roussel,19.45
6296,Théo,Fabre,18.07
6297,Hugo,Bernard,2.89
6298,Enzo,Legrand,0.22
6299,Sofia,Morel,18.81
6300,Rose,Pierre,9.29
6301,Lyam,Simon,2.84
6302,Léon,Lambert,11.13
6303,Léon,Blanc,14.93
6304,Jade,Bernard,10.71
6305,Inaya,Chevalier,18.72
6306,Mila,Colin,16.56
6307,Emma,Rolland,11.77
6308,Lyam,Leclerc,0.97
6309,Emy,Schmitt,16.13
6310,Ayden,Morin,8.5
6311,Emy,Simon,10.03
6312,Ava,Aubert,18.97
6313,Aaron,Denis,14.93
6314,Théo,Brun,3.58
6315,Gabriel,Gautier,13.71
6316,Emy,Vidal,11.06
6317,Agathe,Gaillard,4.01
6318,Lucas,Joly,15.2
6319,Victoria,Guerin,18.56
6320,Nina,Brunet,17.13
6321,Anna,Robert,19.83
6322,Marceau,Benoit,17.64
6323,Elena,Duval,6.07
6324,Gaspard,Rolland,1.04
6325,Romane,Dupont,16.71
6326,Emy,Martinez,16.75
6327,Alma,Payet,18.83
6328,Adam,Bourgeois,16.2
6329,Nathan,Giraud,17.77
6330,Martin,Gaillard,16.67
6331,Charlotte,Blanc,12.59
6332,Jade,Richard,12.48
6333,Aaron,Dufour,15.16
6334,Raphaël,Dumas,0.8
6335,Margaux,Perrin,10.38
6336,Louis,Lemaire,11.86
6337,Noé,Dubois,4.32
6338,Sacha,Nicolas,13.52
6339,Léna,Rey,9.18
6340,Liam,Henry,8.93
6341,Léa,Gaillard,4.5
6342,Victoire,Meunier,17.41
6343,Robin,Morel,0.38
6344,Luna,Roger,16.36
6345,Julia,Moreau,12.81
6346,Tom,Boyer,8.18
6347,Nino,Mathieu,13.39
6348,Noah,Dumas,1.53
6349,Charlotte,Chevalier,14.31
6350,Iris,Joly,9.81
6351,Lina,Roche,11.67
6352,Léa,Fournier,18.03
6353,Milo,Mathieu,0.71
6354,Gabin,Roussel,8.17
6355,Tom,Vidal,18.28
6356,Julia,Colin,1.51
6357,Mohamed,Andre,3.83
6358,Léa,Bertrand,11.88
6359,Théo,Guerin,9.47
6360,Robin,Benoit,17.6
6361,Louise,Faure,6.36
6362,Théo,Noel,3.9
6363,Emy,Gauthier,19.14
6364,Elio,Muller,17.78
6365,Théo,Gauthier,9.09
6366,Lou,Meyer,5.94
6367,Léna,Blanchard,5.32
6368,Emy,Aubert,16.52
6369,Romane,Picard,15.83
6370,Maël,Brun,19.11
6371,Maël,Lemaire,15.37
6372,Alix,Blanc,5.85
6373,Tiago,Michel,16.38
6374,Lyana,Martinez,13.36
6375,Romane,Marchand,10.58
6376,Augustin,Joly,4.27
6377,Ibrahim,Giraud,16.49
6378,Jade,Arnaud,1.87
6379,Timéo,Fabre,12.85
6380,Rayan,Rousseau,0.63
6381,Sofia,Gaillard,8.69
6382,Rayan,Henry,4.77
6383,Lya,Leclercq,15.63
6384,Alice,Blanchard,14.83
6385,Olivia,Lemoine,4.69
6386,Lou,Vincent,17.13
6387,Charlotte,Brun,12.12
6388,Hugo,Joly,9.46
6389,Inaya,Thomas,5.28
6390,Rayan,Lecomte,5.18
6391,Lina,Payet,14.88
6392,Jules,Roussel,10.23
6393,Léonie,Mercier,10.76
6394,Valentin,Dumont,1.0
6395,Liam,Laurent,14.71
6396,Charlie,Girard,8.93
6397,Robin,Roger,10.21
6398,Léa,Roy,9.88
6399,Eden,Renaud,9.22
6400,Léna,Muller,19.89
6401,Lyam,Vincent,19.08
6402,Adam,Blanchard,17.59
6403,Théo,Laurent,1.43
6404,Charlotte,Perrin,2.68
6405,Tom,Martin,7.17
6406,Mathis,Laurent,4.32
6407,Mathis,Arnaud,8.78
6408,Margaux,Lecomte,9.01
6409,Victoria,Roche,6.55
6410,Lyana,Meyer,11.42
6411,Léo,Andre,5.6
6412,Mya,Nicolas,14.23
6413,Margaux,Andre,10.92
6414,Alice,Meunier,16.62
6415,Marius,Bonnet,2.03
6416,Lina,Benoit,14.04
6417,Sofia,Aubert,15.56
6418,Tiago,Duval,19.48
6419,Emma,Fabre,15.88
6420,Alice,Garcia,5.19
6421,Tiago,Lucas,18.05
6422,Léo,Blanc,7.09
6423,Ambre,Brunet,15.38
6424,Elio,Perrin,19.33
6425,Lya,Bertrand,1.79
6426,Lucie,Leclerc,2.17
6427,Timéo,Lambert,17.33
6428,Victoria,Leclercq,1.96
6429,Noé,Renaud,18.88
6430,Léa,Andre,14.68
6431,Charlie,Petit,4.62
6432,Jeanne,Mercier,12.21
6433,Louna,Bertrand,10.23
6434,Eden,Morin,7.13
6435,Robin,Vidal,18.12
6436,Alice,Nicolas,17.78
6437,Victor,Lecomte,12.8
6438,Gaspard,Martinez,11.51
6439,Eva,Noel,9.54
6440,Louis,Blanchard,5.59
6441,Louis,Roux,7.99
6442,Enzo,Lacroix,10.15
6443,Elena,Riviere,19.74
6444,Mya,Guillaume,16.8
6445,Arthur,Robin,12.2
6446,Lyana,Martinez,10.83
6447,Raphaël,Henry,6.8
6448,Charlie,Marchand,5.58
6449,Victor,Bertrand,16.9
6450,Victor,Marchand,17.35
6451,Ethan,Roy,10.85
6452,Léo,Roger,17.28
6453,Mathis,Brunet,4.14
6454,Léon,Barbier,11.93
6455,Alix,Colin,9.8
6456,Léon,Renard,3.97
6457,Lucas,Thomas,3.02
6458,Mila,Bonnet,17.89
6459,Olivia,Lacroix,0.5
6460,Hugo,Masson,14.42
6461,Léo,Lemaire,8.12
6462,Lucas,Faure,16.17
6463,Martin,Lefebvre,14.59
6464,Lyam,Picard,1.48
6465,Anna,Bonnet,17.16
6466,Gabriel,Henry,3.5
6467,Sacha,Guillaume,0.6
6468,Raphaël,Barbier,1.47
6469,Lina,Pierre,18.37
6470,Louna,Garcia,0.5
6471,Marceau,Fontaine,18.71
6472,Louna,Picard,16.52
6473,Julia,Leroy,19.24
6474,Hugo,Masson,4.16
6475,Nathan,Schmitt,18.11
6476,Tom,Roger,0.75
6477,Marius,Moreau,18.1
6478,Elio,Gautier,19.51
6479,Léna,Perrin,10.85
6480,Amir,Garnier,4.98
6481,Lina,Renaud,19.8
6482,Martin,Joly,0.48
6483,Olivia,Girard,15.66
6484,Rose,Fontaine,7.37
6485,Mathis,Leclercq,19.24
6486,Lou,Roy,0.04
6487,Nour,Nicolas,10.86
6488,Tom,Richard,18.48
6489,Lola,Barbier,2.66
6490,Lina,Vidal,10.98
6491,Léonie,Lemoine,6.99
6492,Milo,Fournier,15.24
6493,Nour,Bertrand,11.19
6494,Inaya,Michel,13.19
6495,Mila,Robin,4.54
6496,Jeanne,Blanc,16.55
6497,Noah,Henry,14.23
6498,Mathis,Petit,11.82
6499,Ibrahim,Pierre,7.19
6500,Milo,Faure,5.74
6501,Ayden,Bertrand,7.26
6502,Julia,Laurent,2.35
6503,Louise,Lemaire,16.56
6504,Lola,Bernard,16.72
6505,Marius,Denis,8.12
6506,Marceau,Thomas,4.76
6507,Lola,Nicolas,16.3
6508,Léon,Duval,7.15
6509,Eden,Bertrand,15.5
6510,Arthur,Bourgeois,3.86
6511,Enzo,Leclercq,3.29
6512,Chloé,Dufour,0.42
6513,Naël,Muller,0.75
6514,Ambre,Dubois,3.62
6515,Ibrahim,Perrin,19.42
6516,Emma,Denis,1.57
6517,Chloé,Brunet,14.3
6518,Jeanne,Lefebvre,2.25
6519,Adèle,Laurent,10.1
6520,Robin,Caron,14.21
6521,Augustin,Simon,8.66
6522,Adèle,Richard,19.12
6523,Maël,Picard,17.74
6524,Axel,Arnaud,15.68
6525,Raphaël,Guillaume,12.01
6526,Romane,Roussel,0.57
6527,Léa,Duval,14.21
6528,Sofia,Bernard,19.48
6529,Léon,Meyer,19.64
6530,Victor,Gauthier,1.17
6531,Liam,Meunier,10.25
6532,Louise,Leclerc,5.41
6533,Léa,Mercier,15.59
6534,Emy,Dufour,1.19
6535,Rose,Brunet,15.0
6536,Hugo,Guillaume,3.6
6537,Louis,Fontaine,7.97
6538,Juliette,Durand,16.91
6539,Victoria,Muller,4.91
6540,Lyana,Leclercq,17.66
6541,Gabin,Pierre,5.86
6542,Ethan,Denis,3.13
6543,Inès,Meunier,11.26
6544,Nino,Robin,19.64
6545,Naël,Picard,6.2
6546,Mila,Garnier,18.31
6547,Emy,Lemaire,11.6
6548,Sofia,Denis,1.03
6549,Alba,Mercier,13.9
6550,Eliott,Lemaire,7.91
6551,Chloé,Roger,14.93
6552,Nina,Pierre,15.96
6553,Arthur,Muller,9.68
6554,Léna,Dubois,3.77
6555,Milo,Blanc,8.09
6556,Lyam,Martinez,19.85
6557,Sofia,Meyer,19.68
6558,Lyam,Gauthier,6.92
6559,Tom,David,10.11
6560,Nathan,Marie,11.97
6561,Eva,Nicolas,10.19
6562,Lucas,Masson,3.77
6563,Olivia,Laurent,1.52
6564,Axel,Dufour,16.3
6565,Inaya,Riviere,1.58
6566,Hugo,Gauthier,15.42
6567,Margaux,Bonnet,7.89
6568,Ambre,Lefevre,3.64
6569,Martin,Philippe,1.67
6570,Ambre,Robin,1.62
6571,Ava,Payet,3.93
6572,Lou,Lefebvre,6.88
6573,Enzo,Faure,10.9
6574,Inaya,Leroux,7.38
6575,Victoria,Noel,13.6
6576,Lyana,Lambert,17.06
6577,Nour,Marie,13.68
6578,Elena,Roche,3.18
6579,Timéo,Robert,18.36
6580,Eva,Lacroix,5.88
6581,Enzo,Roussel,1.07
6582,Louna,Lacroix,1.52
6583,Louis,Renaud,19.66
6584,Alba,Roux,9.85
6585,Léonie,Meyer,12.3
6586,Liam,Bernard,3.97
6587,Jade,Colin,13.58
6588,Noah,Barbier,12.53
6589,Imran,Bourgeois,12.88
6590,Isaac,Lemaire,8.37
6591,Gabriel,Lemaire,7.35
6592,Adèle,Marie,3.81
6593,Amir,Caron,18.71
6594,Liam,Lefevre,12.0
6595,Mya,Richard,15.41
6596,Milo,Boyer,4.69
6597,Adèle,Dumont,16.36
6598,Gabriel,Benoit,13.48
6599,Elena,Fournier,19.82
6600,Luna,Bonnet,4.44
6601,Nino,Rey,17.06
6602,Luna,David,19.33
6603,Marceau,Nicolas,3.43
6604,Amir,Faure,13.48
6605,Nour,Gerard,8.37
6606,Amir,Dufour,2.34
6607,Lina,Payet,1.42
6608,Charlie,Morel,10.16
6609,Emy,Leclercq,8.11
6610,Sofia,Girard,9.95
6611,Romane,Gerard,13.03
6612,Ambre,Dupont,17.05
6613,Noé,Martin,11.22
6614,Tiago,Morel,11.37
6615,Elena,Faure,8.14
6616,Lucie,Gerard,14.26
6617,Augustin,Lambert,10.43
6618,Isaac,Fontaine,16.53
6619,Ibrahim,Noel,4.5
6620,Lyana,Moreau,8.85
6621,Victoria,Perrin,3.46
6622,Léo,Giraud,8.64
6623,Lucas,Guerin,13.63
6624,Ayden,Meunier,19.52
6625,Louna,Vincent,9.67
6626,Agathe,Pierre,19.51
6627,Mia,Dumas,1.76
6628,Louis,Durand,14.19
6629,Ibrahim,Masson,19.93
6630,Lina,Francois,13.46
6631,Hugo,Laurent,10.68
6632,Elio,Dumont,4.57
6633,Isaac,David,19.8
6634,Ethan,Leclerc,5.03
6635,Tiago,Joly,13.21
6636,Elena,Duval,5.91
6637,Arthur,Masson,8.41
6638,Julia,Blanchard,13.63
6639,Inaya,Noel,5.94
6640,Martin,Brunet,2.62
6641,Charlie,Gautier,18.17
